,Unnamed: 0,class,id,id_1,id_2,jaccard,text_1,text_2,ca
644,644,0,673,388,4489,0.523224,Россия запустила обратный отсчет до Олимпиады в Сочи.,В Москве запустили часы с отсчетом времени до старта Олимпиады в Сочи.,1
645,645,1,674,553,4661,0.57735,Из-за фирм-однодневок бюджет РФ теряет 1 трлн руб. в год.,Потери бюджета от фирм-однодневок оценили в триллион рублей.,1
646,646,-1,675,641,4734,0.49015299999999995,В Петербурге полиция пресекла крупную драку с участием 50 человек.,В Петербурге пресекли массовую драку мигрантов.,0
647,647,-1,676,478,4575,0.518018,КС заставил Госдуму исправить скандальный закон о митингах.,КС одобрил основные положения закона о митингах.,0
648,648,1,677,469,4576,0.9415379999999999,РЖД приостановило продажу билетов на Украину.,РЖД приостановили продажу билетов на Украину.,1
649,649,0,679,554,4662,0.507093,"""Первый канал"" отказался выдвигать свои работы на ТЭФИ-2013.",Первый канал отказался от участия в ТЭФИ.,1
650,650,0,680,564,4663,0.723713,"Семеро французских заложников, похищенных в Камеруне, освобождены.",Похищенные в Камеруне французы освобождены.,1
651,651,0,681,380,4490,0.77594,СК нагрянул с обыском к директору антикоррупционного фонда А.Навального.,К директору фонда Навального пришли с обыском.,1
652,652,0,682,392,4491,0.7668119999999999,ОАЭ выдали России петербургского героинового наркобарона.,В Россию из ОАЭ экстрадировали героинового наркобарона.,1
653,653,0,684,479,4578,0.64254,КС: Минимальный размер штрафа за нарушения на митингах должен быть снижен.,КС РФ потребовал снизить штрафы за нарушения на митингах.,1
654,654,-1,685,382,4493,0.0,"За январь рубль подорожал к доллару на 2,9%, к евро — на 0,8%.",В деле о продаже земель Минобороны оказался замешан зять Сердюкова.,0
655,655,0,686,476,4579,0.591784,Застреленная паралимпийцем модель готовила ему сюрприз ко Дню влюбленных.,Застреленная Писториусом девушка готовила ему сюрприз.,1
656,656,0,687,470,4580,0.7668119999999999,Умер автор детективов Фридрих Незнанский.,Умер автор «Марша Турецкого» Фридрих Незнанский.,1
657,657,0,688,391,4494,0.58,"Предполагаемому киллеру, застрелившему Акопяна, предъявили обвинение.",Предполагаемому убийце архитектора из Ленобласти предъявили обвинение.,1
658,658,0,689,384,4495,0.730297,Пятеро российских ученых стали миллионерами.,Путин сделал миллионерами пятерых российских ученых.,1
659,659,-1,690,557,4665,0.0,"СКР арестует всех американцев, виновных в гибели российских детей.",Китайского пенсионера отправили под суд за убийство во времена «культурной революции».,0
660,660,0,691,555,4666,0.514983,"Агентство, занимавшееся усыновлением братьев Кузьминых, закроют.",Из-за смерти Максима Кузьмина закроют агентство по усыновлению.,1
661,661,0,692,472,4582,0.696875,"Экс-главу ВАК обвиняют в хищении 1,5 млрд руб.","Феликса Шамхалова обвинили в хищении 1,5 миллиарда рублей.",1
662,662,0,693,385,12094,0.61661,"СП вскрыла в ""оборонке"" нарушения на 117 млрд руб. за 2012г.",На оборону России потратили с нарушениями 117 миллиардов рублей.,1
663,663,0,694,563,4667,0.645497,"В Москве задержали экстрасенса-шарлатана, убивавшего женщин.",В Москве задержали экстрасенса-убийцу.,1
664,664,0,695,552,4668,0.736122,Израиль начал поиск нефти на Голанских высотах.,Израиль выдал первую лицензию на поиск нефти на Голанских высотах.,1
665,665,0,696,640,4736,0.9167879999999999,У берегов Камчатки произошло сильное землетрясение.,У берегов Камчатки произошло землетрясение.,1
666,666,0,697,475,4583,0.632785,В Якутии произошло мощное землетрясение.,"В Якутии произошло землетрясение магнитудой 6,9.",1
667,667,0,698,628,4738,0.5059640000000001,Бенедикт XVI в последний раз покинул Ватикан в качестве Папы.,Бенедикт XVI покинул папский престол.,1
668,668,0,699,379,4498,0.771429,ЛДПР предлагает запретить иностранцам снимать фильмы в России.,Депутаты предложили запретить иностранцам снимать фильмы в России.,1
669,669,0,700,383,4499,0.728571,Наказан автор письма о цензуре в блогах студентов ВШЭ.,Автор письма студентам ВШЭ о цензуре получил выговор.,1
670,670,-1,702,380,4501,0.730297,СК нагрянул с обыском к директору антикоррупционного фонда А.Навального.,Директора фонда Навального вызвали на допрос в СК.,0
671,671,0,703,399,4503,0.561249,МИД РФ рекомендует Минкульту подготовить иск по коллекции Шнеерсона.,МИД посоветовал подготовить встречный иск по библиотеке Шнеерсона.,1
672,672,0,704,401,4504,0.548048,В московском ресторане устроили пальбу: ранен один человек.,В московском ресторане произошла стрельба.,1
673,673,1,705,493,4585,1.02,В Великобритании арестованы подозреваемые в продаже конины.,В Великобритании арестовали подозреваемых в продаже конины.,1
674,674,1,706,575,4671,0.7869470000000001,Ростехнадзор не нашел деформации моста к острову Русский.,Ростехнадзор опроверг информацию о деформации моста на остров Русский.,1
675,675,1,707,486,4586,0.7,"Капитализация Московской биржи достигла $4,2 млрд в ходе IPO.","Московскую биржу в рамках IPO оценили в 4,2 миллиарда долларов.",1
676,676,0,708,569,4673,0.56598,В Анапе на казачьего атамана совершено покушение.,Совершено покушение на возможного кандидата в мэры Анапы.,1
677,677,0,709,492,4587,0.591784,ВАК лишила ученой степени директора СУНЦ МГУ А.Андриянова за плагиат.,Президиум ВАК лишил Андриянова ученой степени.,1
678,678,-1,710,509,8703,0.19639600000000002,Министр обороны из правительства Ю.Тимошенко получил убежище в Дании.,С опорой на отсутствующие ресурсы.,0
679,679,-1,712,423,8696,0.0,"На месте взрыва в шахте ""Воркутинская"" было 17 человек.",К партиям приставят аудиторов.,0
680,680,0,713,534,8709,0.5480079999999999,СК: Липецкого депутата убили из-за долга в 80 млн долларов.,У депутата не выбили $80 млн.,1
681,681,-1,714,605,8724,0.0,ВБ снизил прогноз по росту российской экономики.,"""Роснефть"" нашла второй путь в Китай.",0
682,682,-1,715,602,8725,0.224537,Выборы в Италии: С.Берлускони задумался о союзе с победителями.,Инвесторы одобрили выбор Италии.,0
683,683,0,716,448,8698,0.693181,"В ""Сколково"" выявили первые многомиллионные хищения.","В ""Сколково"" выявили первую растрату.",1
684,684,-1,717,541,8713,0.0,"Власти США заявили, что летчик К.Ярошенко работал на В.Бута.","Топ-менеджер ""Новапорта"" вернулся на госслужбу.",0
685,685,-1,718,467,8699,0.03873,Юрий Лужков просит московского мэра вернуть ему 30 тыс. руб.,"""В этом городе не может быть маленьких проектов"".",0
686,686,-1,719,632,8728,0.0,"Сенатор-миллионер покинет Совфед из-за ""проблем со здоровьем"".",Совет федерации лишится фигуранта списка Forbes.,0
687,687,-1,720,631,8732,0.0,Год с В.Путиным: россияне рассказали о главных достижениях президента.,"""ПрофМедиа"" не держится за пост.",0
688,688,-1,721,629,12019,0.0,Эксперт: К выборам 2016г. модель публичной политики в России будет иной.,Молдавия развивает ассоциативные способности - Власти хотят подать заявку на вступление в Евросоюз в 2015 году.,0
689,689,-1,722,570,8721,0.0,Куба закупит у России самолеты на 650 млн долларов.,"""Ильюшин Финанс"" пересядет на Bombardier.",0
690,690,-1,723,8183,4500,0.173925,Сергея Удальцова избили на похоронах Долматова.,Петиция к Конгрессу о «списке Долматова» набрала нужное число подписей.,0
691,691,1,724,8208,4672,0.726833,Кириленко не сыграет за сборную России на Евробаскете-2013.,Андрей Кириленко отказался играть за сборную России на Евробаскете-2013.,1
692,692,-1,725,8185,4502,0.037795999999999996,Объявлены лауреаты премий президента РФ для молодых ученых за 2012 год.,СМИ узнали о роли Билалова в строительстве объектов в Сочи.,0
693,693,-1,726,8207,4675,0.0,"Зарегистрировать права на недвижимость можно будет в ""чужом"" регионе.",Назначена премьера российской песни для «Евровидения».,0
694,694,0,727,8198,4620,0.8714290000000001,В доме Оскара Писториуса нашли окровавленную биту для крикета.,В доме Писториуса нашли допинг и окровавленную биту для крикета.,1
695,695,-1,728,8196,4627,0.0,Профстандарты для учителей будут введены в России к сентябрю 2014 года.,Яшин подал в суд на СК за изъятие денег.,0
696,696,-1,730,8180,4462,0.303109,В России могут начать выдавать водительские права с 16 лет.,Количество киберпреступлений в России выросло на треть за год.,0
697,697,-1,731,8192,4560,0.425,В Дагестане бандиты убили двух сыновей полицейского.,В Дагестане задержан подозреваемый в убийстве детей полицейского.,0
698,698,-1,732,8204,4646,0.0,Блаттер: ФИФА никогда не поддержит Объединенный чемпионат СНГ.,Борцы с педофилами напали на усадьбу Набокова.,0
699,699,0,733,8182,4481,0.584237,"""Спартак"" готов отдать Веллитона в бесплатную аренду.",«Спартак» отдал Веллитона бразильскому клубу.,1
700,700,-1,735,8193,4581,0.033806,Президент США обратился к нации с речью о положении в стране.,В Кувейте рассказали о преступлении «Заключенного Икс».,0
701,701,-1,736,8217,4737,0.585845,"""Ак Барс"" вышел в следующий раунд Кубка Гагарина.",СКА вышел в четвертьфинал Кубка Гагарина.,0
702,702,-1,737,8194,4584,0.630517,"""Зенит"" сыграет с ""Ливерпулем"" в первом матче 1/16 финала Лиги Европы.",«Зенит» обыграл «Ливерпуль» в матче Лиги Европы.,0
703,703,0,738,8209,8722,0.7379020000000001,"""Салават Юлаев"" разгромил магнитогорский ""Металлург"".","""Салават Юлаев"" переплавил ""Металлург"".",1
704,704,0,739,8186,8695,0.67361,Евгений Плющенко не выступит на чемпионате мира в Канаде.,Евгений Плющенко не попадет в Канаду.,1
705,705,0,741,8187,8697,0.53033,Правительство не поддержало идею передачи банковской тайны третьим лицам.,Правительство вступилось за банковскую тайну.,1
706,706,-1,742,8175,8723,0.0,"""Единая Россия"" начала подготовку к осенним выборам.",На неделе.,0
707,707,0,743,8178,8691,0.715542,"Александр Третьяков выиграл ""золото"" в скелетоне.",Александр Третьяков домчался до золота.,1
708,708,-1,744,8201,8706,0.7071069999999999,ВГТРК выходит из состава Академии российского телевидения.,"""Академия российского телевидения"".",0
709,709,-1,745,8179,12090,0.0,"Астропрогноз на 4 февраля: Тельцы, падать будет больно.","""Наличность трудно считать, а еще труднее контролировать"" - Как менялось отношение граждан и банков к наличным.",0
710,710,0,746,8199,8707,0.711429,Владимир Путин высказался за бессрочную приватизацию жилья для сирот.,Владимир Путин подарит сиротам бесплатную приватизацию жилья.,1
711,711,-1,747,8177,12060,0.0,В Москве начали действовать новые билеты на транспорт.,«Вопрос: где наши деньги?» - Владимир Путин выступил на Петербургском международном экономическом форуме.,0
712,712,-1,748,8202,8710,0.49832,Олег Михеев лишен депутатской неприкосновенности.,Олег Михеев из неприкосновенного может стать обвиняемым.,0
713,713,0,750,8212,8726,0.525,Олимпийский чемпион Сагид Муртазалиев вернет медаль в знак протеста.,Сагид Муртазалиев готов вернуть свою золотую медаль МОК.,1
714,714,0,751,8213,8727,0.089995,Правительство РФ решило закрыть Байкальский ЦБК.,Байкал избавят от комбината.,1
715,715,-1,752,8205,8716,0.0,Офисные сотрудники тратят до 13 часов в сутки на работу с информацией.,"""Мечел"" подтянул к Ванино железную дорогу.",0
716,716,-1,753,8213,8730,0.536555,Правительство РФ решило закрыть Байкальский ЦБК.,Как закрывали Байкальский ЦБК.,0
717,717,1,754,8216,8733,0.754247,На 79-м году жизни умер Виктор Сергачев.,Умер Виктор Сергачев.,1
718,718,-1,755,8195,8700,0.341908,Конституционный суд определил правила проведения митингов.,Закон о митингах признали несогласованным.,0
719,719,-1,756,4606,12009,0.28110599999999997,В озере Чебаркуль не нашли обломков метеорита.,Челябинская область пострадала от метеорита.,0
720,720,0,757,4433,8689,0.6,Назначен гендиректор Фонда перспективных исследований.,Фонду перспективных исследований подобрали главу.,1
721,721,-1,758,4429,8690,0.56598,«Почта России» будет торговать итальянской обувью.,"""Почта России"" присмотрела итальянскую модель.",0
722,722,0,759,4613,8702,0.494975,Домашний стадион «Спартака» покрасят в белый и голубой.,"""Спартак"" покрасят в бело-голубой.",1
723,723,-1,760,8203,8708,0.604743,Генерала Бориса Фадеева оставят под арестом до 17 апреля.,Чем известен генерал Борис Фадеев.,0
724,724,-1,761,4631,12027,0.0,СК возбудил дело по факту гибели российского ребенка в США.,Таджик до Киева доведет - Чем опасна миграционная политика России.,0
725,725,-1,762,4455,12090,0.039836,Пресс-секретарь Медведева опровергла сообщения о проверке в «Известиях».,"""Наличность трудно считать, а еще труднее контролировать"" - Как менялось отношение граждан и банков к наличным.",0
726,726,-1,763,4649,8711,0.0,Умер детский писатель Отфрид Пройслер.,Крупнейшие российские проекты в Индии.,0
727,727,-1,764,4647,8712,0.568038,Россия отказалась участвовать в операции в Мали.,Россию позвали в Мали.,0
728,728,-1,766,4664,8714,0.047434,СМИ сообщили о проигрыше «Нафтогаза» в споре на четыре миллиарда долларов.,«Для отстранения от должности обыски и допросы точно не нужны».,0
729,729,-1,767,4669,8715,0.693181,Парламент Болгарии одобрил отставку правительства.,Правительство Болгарии уходит в отставку.,0
730,730,-1,768,4735,8729,0.31754299999999996,В Москве на ВВЦ выступят The Killers.,К Москве присоединили преступность.,0
731,731,-1,769,4572,8699,0.0,Число обращений в приемные «Единой России» снизилось в два раза.,"""В этом городе не может быть маленьких проектов"".",0
732,732,-1,770,4483,8693,0.0,Участницы Pussy Riot направили в ЕСПЧ жалобу на 355 страницах.,Регионам чужого не надо.,0
733,733,-1,771,4497,8694,0.0,Часть билетов на Олимпиаду в Сочи оказалась недоступной для покупателей.,Аргентина обещает вернуть себе Фолкленды к 2033 году.,0
734,734,-1,772,4486,12048,0.0,Правительство отказалось компенсировать убытки «Почты России».,"Доработав закон ""О почтовой связи"".",0
735,735,-1,773,4731,8731,0.284019,ВЦИОМ рассказал о первых результатах медиаизмерений.,ВЦИОМ выступил как по заказу.,0
736,736,0,774,4588,8701,0.566947,Тренер российских биатлонисток назвал состав на эстафету на ЧМ.,Тренеры определились с составом на эстафету.,1
737,737,1,775,656,8219,0.781127,Национальный роуминг в России могут отменить с марта 2014г.,Национальный роуминг в России может быть отменен с марта 2014 года.,1
738,738,-1,776,678,8221,0.0,Плющенко: Поеду на реабилитацию в Израиль.,Жители поселка в Эвенкии просят денег на борьбу с бродячими собаками.,0
739,739,0,777,757,8230,0.49074799999999996,В Ватикане начались выборы нового Папы Римского.,"В Ватикане открывается Конклав, который должен выбрать Папу Римского.",1
740,740,-1,778,759,8232,0.138587,"Лидер ""Справедливой России"" предложил исключить из партии Гудковых.",Россия надеется на отмену визового режима с ЕС к концу 2014 года.,0
741,741,0,779,834,8243,0.62,Кипр попросит о помощи главу РПЦ.,Кипр попросит Россию о финансовой помощи.,1
742,742,-1,780,761,8233,0.545493,В Ватикане избран новый Папа Римский.,"Католики по цвету дыма определят, выбран ли новый Папа Римский.",0
743,743,0,781,911,8252,0.635085,Мосгордума повысила штрафы для въезжающих в Москву грузовиков.,Мосгордума повысит штрафы за въезд тяжелых грузовиков на МКАД днем.,1
744,744,1,782,689,8223,0.664078,Сергея Цапка лишили ученой степени.,Главаря преступной банды Сергея Цапка лишили научной степени.,1
745,745,0,783,916,8253,1.0,Ученые впервые вырастили работающую сердечную ткань.,Ученые вырастили работающую сердечную ткань.,1
746,746,-1,784,768,8234,0.5682619999999999,"Эксперты об исключении Гудковых из ""Справедливой России"".","Геннадий и Дмитрий Гудковы исключены из ""Справедливой России"".",0
747,747,-1,785,845,8244,0.0,Киприоты могут выдохнуть: власти отказались от идеи налога на депозиты.,Кабмин Кипра: Для спасения острова разрабатывается альтернативный план.,0
748,748,-1,786,11894,8234,0.0,"В резиденцию В.Путина попала грузинская ""Кока-Кола"".","Геннадий и Дмитрий Гудковы исключены из ""Справедливой России"".",0
749,749,-1,787,773,8235,0.571429,"Девочка, которую высадили из маршрутки, запутала Павла Астахова.","Девочка, которую высадили из маршрутки в Москве, не опознала обидчика.",0
750,750,0,788,783,8238,0.584237,Раритетное оружие Минобороны уйдет с молотка.,Раритетное оружие из хранилищ Минобороны продадут коллекционерам.,1
751,751,0,789,939,8256,0.728571,Члены ОНФ назвали главного врага российского народа.,Члены ОНФ нашли главного врага русского народа.,1
752,752,0,790,708,8225,0.617213,Эксперты назвали самые привлекательные для туризма страны.,Опубликован новый рейтинг самых привлекательных для туризма стран.,1
753,753,1,791,941,8257,0.833333,"Верховный суд может приравнять ""откаты"" к взяткам.",Верховный суд предлагает приравнять откаты к взяткам.,1
754,754,-1,792,711,8226,0.0,Коллеги об Андрее Панине: Это потеря для нашего кино.,Следователи раскрыли дело о нападении на Филина в рекордные сроки.,0
755,755,1,793,733,4831,0.5,Парламент Ливии временно прекратил работу.,Ливийский парламент приостановил работу.,1
756,756,1,794,873,4969,1.0,В ЦАР лидер повстанцев объявил себя президентом.,Лидер повстанцев провозгласил себя президентом ЦАР.,1
757,757,0,795,655,4739,0.728571,"В центре Багдада затонул плавучий ресторан, есть жертвы.",В центре Багдада затонул плавучий ресторан со 150 пассажирами.,1
758,758,1,796,735,4832,0.666667,Болгарский митрополит не нашел покупателя для своих часов Rolex.,Болгарский митрополит не смог продать свои часы Rolex.,1
759,759,-1,797,875,4970,0.554421,"РФ подумает о помощи Кипру, когда республика договорится с кредиторами.",Кипр договорился с кредиторами о реструктуризации Laiki Bank.,0
760,760,1,798,876,4971,0.8285100000000001,Представители ЕС подтвердили выделение Кипру 10 млрд евро.,Еврогруппа подтвердила выделение Кипру 10 миллиардов евро.,1
761,761,0,799,5891,4972,0.82,У берегов Австралии затонуло судно с беженцами.,У берегов Австралии перевернулось судно с беженцами.,1
762,762,1,800,646,4741,0.88,Основателя Groupon уволили с поста главы компании.,Основателя Groupon уволили с должности главы компании.,1
763,763,1,801,650,4742,0.8138890000000001,"Полиция выявила сеть ""серых"" терминалов с оборотом в 15 млрд рублей.",Раскрыта сеть «серых» платежных терминалов с оборотом в 15 миллиардов рублей.,1
764,764,-1,802,642,4743,0.46291000000000004,Новый закон о думских выборах закроет дорогу блокам.,Кремль подготовил новый закон о выборах Госдумы.,0
765,765,0,803,806,4908,0.6789350000000001,В Петербурге у священника похитили портфель с мощами святых и крестом.,В Петербурге у священника отобрали портфель с деньгами и мощами.,1
766,766,-1,804,810,4908,0.516667,"В Петербурге попался грабитель, позарившийся на портфель с мощами.",В Петербурге у священника отобрали портфель с деньгами и мощами.,0
767,767,0,805,881,4973,0.6,"В ФСБ объявили забастовку: ""охранников Кадырова"" выпустили из СИЗО.",«Новая газета» сообщила о забастовке в ФСБ из-за охранников Кадырова.,1
768,768,0,806,741,4835,0.5480079999999999,"Принцесса Лилиан, покорившая мир своей историей, умерла в Стокгольме.",Умерла шведская принцесса Лилиан.,1
769,769,0,807,811,4908,0.6789350000000001,В Петербурге иностранец похитил у священника портфель со святыми мощами.,В Петербурге у священника отобрали портфель с деньгами и мощами.,1
770,770,1,808,653,4744,0.5585760000000001,Выброс хлора под Пермью: число пострадавших достигло 30 человек.,При выбросе хлора в Пермском крае пострадали 30 человек.,1
771,771,1,809,877,4974,0.92376,Игорь Сечин возглавил ТНК-BP.,Сечин лично возглавил ТНК-BP.,1
772,772,-1,810,644,4745,0.516551,ЦБ РФ лишил лицензии еще один дагестанский банк за отмывание доходов.,ЦБ лишил лицензии еще одну кредитную организацию из Дагестана.,0
773,773,-1,811,808,4909,0.683333,В Канаде двое заключенных сбежали из тюрьмы на вертолете.,В Канаде арестован второй сбежавший на вертолете заключенный.,0
774,774,-1,813,643,4746,0.507093,Италия установила новый рекорд безработицы.,Российский бизнес установил новый рекорд по займам за рубежом.,0
775,775,1,814,654,4747,0.812021,При строительстве трассы Москва - Петербург использовали ворованный песок.,При строительстве трассы Москва-Петербург использовали ворованный песок.,1
776,776,1,815,657,4747,0.542798,Трассу от Москвы до Петербурга строили на ворованном песке.,При строительстве трассы Москва-Петербург использовали ворованный песок.,1
777,777,-1,816,642,4748,0.46291000000000004,Новый закон о думских выборах закроет дорогу блокам.,Президент внес в Госдуму новый закон о выборах.,0
778,778,0,817,649,4749,0.559017,"Полиция начала проверять ""Отморозков"" на экстремизм.",«Отморозков» Серебренникова проверят на экстремизм.,1
779,779,0,818,884,4975,0.547723,Треть заключенных в камчатской ИК-6 объявили голодовку.,В камчатской колонии после драки объявили голодовку.,1
780,780,0,819,652,4750,0.6888890000000001,На заводе Chivas при аварии в канализацию утекло 18 тыс. литров виски.,На шотландском заводе Chivas по ошибке вылили 18 тысяч литров виски.,1
781,781,0,820,747,4837,0.7071069999999999,"Сбивший в Архангельской обл. пятерых водитель попал под поезд, вызывая врачей.",В Архангельской области водитель сбил пятерых человек и бросился под поезд.,1
782,782,0,821,805,4910,0.7869470000000001,"Мосгорсуд отобрал новых присяжных для ""дела Буданова"".",Мосгорсуд сформировал новую коллегию присяжных по делу Буданова.,1
783,783,1,822,651,4751,0.844406,В Березниках введен режим ЧС в связи с выбросом хлора.,В Березниках ввели режим ЧС из-за выброса хлора.,1
784,784,-1,823,648,4752,0.56598,Власти Техаса обвинили Павла Астахова в голословности.,Власти Техаса опровергли заявление Астахова.,0
785,785,1,824,738,4839,0.8857139999999999,"Внешний госдолг России вырос за год на 41,8%.",Внешний госдолг России вырос на 42 процента за год.,1
786,786,0,826,880,4977,0.591667,Скончался последний президент АН СССР Г.Марчук.,Умер последний президент Академии наук СССР.,1
787,787,-1,827,739,4840,0.491935,Война и мир Бориса Васильева в цитатах.,Умер писатель Борис Васильев.,0
788,788,-1,828,11974,4840,0.491935,Классик фронтовой литературы Борис Васильев.,Умер писатель Борис Васильев.,0
789,789,0,830,800,4911,0.681516,Президент Аргентины попросила Папу вмешаться в спор о Фолклендах.,Президент Аргентины попросила нового папу вмешаться в фолклендский конфликт.,1
790,790,0,831,826,4912,0.49262,США не предъявят обвинений усыновителям Максима Кузьмина.,Власти Техаса отказались предъявлять обвинения приемным родителям Максима Кузьмина.,1
791,791,0,832,744,4842,0.7099300000000001,В Шереметьево в багаже пассажира нашли 26 тыс. бриллиантов.,В «Шереметьево» изъяли 26 тысяч бриллиантов.,1
792,792,-1,833,745,4842,0.0,По факту мошенничества в Минобороны возбуждено еще одно уголовное дело.,В «Шереметьево» изъяли 26 тысяч бриллиантов.,0
793,793,-1,834,645,4754,0.0,"""Газпром нефть"" вновь возглавил А.Миллер.",В Германии приняли «налог на Google».,0
794,794,1,835,879,4980,0.7277779999999999,СКР: Бастующие офицеры ФСБ - вымышленные персонажи.,СК счел «бастующих» офицеров ФСБ вымышленными персонажами.,1
795,795,0,836,872,4981,0.8,"В ""болотном деле"" появилась 57-летняя фигурантка.",В «болотном деле» появилась новая фигурантка.,1
796,796,-1,837,737,4843,0.0,Сирийская оппозиция перенесла выборы временного правительства.,Националисты отказали Верховной Раде в дееспособности.,0
797,797,1,838,824,4913,0.683333,ФБР раскрыло крупнейшую музейную кражу в истории.,ФБР раскрыло крупнейшее ограбление музея в истории.,1
798,798,0,839,888,4982,0.523996,В ЦАР лидер повстанцев отменил Конституцию и распустил парламент.,Самопровозглашенный президент ЦАР распустил парламент.,1
799,799,0,841,906,4984,0.683333,В Афганистане 8 смертников напали на полицейский участок.,На полицейское управление в Афганистане напали семь смертников.,1
800,800,-1,842,898,4985,0.5,Подозреваемого в краже приморского аптекаря объявят в розыск.,Приморского аптекаря заподозрили в краже 500 миллионов.,0
801,801,1,843,899,4985,0.7869470000000001,Приморский аптекарь подозревается в краже 500 млн рублей.,Приморского аптекаря заподозрили в краже 500 миллионов.,1
802,802,0,844,647,4755,0.56598,Надежду Толоконникову из Pussy Riot поместили в карцер.,Надежду Толоконникову поместят в штрафной изолятор.,1
803,803,0,845,659,4756,0.6,Власти США: Смерть Максима Кузьмина - несчастный случай.,Власти Техаса объявили причину смерти Максима Кузьмина.,1
804,804,1,846,823,4914,0.9493860000000001,Скончалась известная оперная певица Маргарита Миглау.,Скончалась оперная певица Маргарита Миглау.,1
805,805,0,847,661,4757,0.6142989999999999,"В Москве ювелирный магазин ограбили на 1,5 млн рублей.",В Москве ограблен ювелирный магазин.,1
806,806,1,848,814,4915,0.64254,Белгородский губернатор: Со счетов россиян на Кипре надо снять 70%.,Белгородский губернатор призвал списать с кипрских счетов россиян 70 процентов.,1
807,807,-1,849,658,4758,0.2,Партию Виктора Ющенко распустили против его воли.,Партия «Наша Украина» объявила о самороспуске.,0
808,808,1,850,660,4759,0.5625060000000001,"Мэра Твери, участвовавшего в спартакиаде, госпитализировали с инфарктом.",Мэр Твери попал в больницу с инфарктом во время спартакиады.,1
809,809,-1,851,668,4761,0.617213,"Олимпийский чемпион объявил голодовку, протестуя против вердикта МОК.",Двукратный олимпийский чемпион по борьбе объявил голодовку.,0
810,810,0,852,669,4762,0.5636359999999999,"Титул ""Мисс Россия-2013"" выиграла студентка из Кузбасса.",Конкурс «Мисс Россия» выиграла студентка из Междуреченска.,1
811,811,-1,853,905,4988,0.693026,Завхоза Минобороны обвинили в хищении денег из пансиона для воспитанниц.,В «Пансионе воспитанниц Минобороны» обнаружили хищение.,0
812,812,-1,854,743,4844,0.771429,В Вашингтоне 11 человек ранены в результате стрельбы.,В Вашингтоне стрелки из машины ранили 12 человек.,0
813,813,0,855,887,4989,0.516667,КНДР готовится нанести ракетный удар по США.,Северная Корея пригрозила ракетным ударом по США.,1
814,814,1,857,667,4764,0.9,Президент Зимбабве отметил 89-летие за 600 тыс. долл.,Президент Зимбабве потратил 600 тысяч долларов на 89-летие.,1
815,815,0,858,666,4765,0.516667,Сотрудники правопорядка ворвались на спектакль о деле Pussy Riot.,Спектакль про Pussy Riot прервали сотрудники ФМС.,1
816,816,0,859,822,4916,0.84,В Ватикане состоялась интронизация Папы Франциска.,В Ватикане началась интронизация папы Франциска.,1
817,817,0,860,830,4916,0.542218,Интронизация Папы Франциска.,В Ватикане началась интронизация папы Франциска.,1
818,818,0,861,665,4766,0.42,Космогрузовик Dragон провел стыковку с МКС.,Астронавты начали стыковку грузовика Dragon с МКС.,1
819,819,0,863,663,4767,0.56598,В Петербурге полиция разогнала участников флешмоба Harlem shake.,В Петербурге полиция разогнала исполнителей «Harlem Shake».,1
820,820,1,864,664,4768,0.92376,Королева Елизавета II госпитализирована.,Елизавету II госпитализировали.,1
821,821,1,865,897,4990,0.571429,Единоросс из Смоленска выиграл суд у малолетних узников концлагерей.,Смоленский депутат выиграл суд у малолетних узников фашизма.,1
822,822,1,866,677,4769,0.775,В Дагестане застрелили преподавателя медресе.,В Дагестане убит преподаватель медресе.,1
823,823,0,867,907,4991,0.371231,Новым худруком БДТ им.Товстоногова станет режиссер А.Могучий.,БДТ нашли нового руководителя.,1
824,824,1,868,676,4770,0.632055,В Красноярском крае исчез заместитель прокурора.,В Красноярском крае пропал без вести помощник прокурора района.,1
825,825,0,869,755,4846,0.693181,Под Кандагаром разбился вертолет с солдатами НАТО.,В Афганистане разбился вертолет НАТО.,1
826,826,0,870,675,4772,0.5196149999999999,Поиски детей в Туве приостановлены из-за опасности схода новой лавины.,В Туве приостановили поиски попавших под лавину подростков.,1
827,827,0,871,674,4773,0.67082,Чикагские ученые завязали воду в узел.,Физики завязали воду в узел.,1
828,828,-1,872,670,4774,0.5857140000000001,В рейтинг влиятельных женщин России попала участница Pussy Riot.,Матвиенко вновь возглавила рейтинг самых влиятельных женщин России.,0
829,829,1,873,672,4774,0.802377,Самой влиятельной женщиной России признали В.Матвиенко.,Матвиенко вновь возглавила рейтинг самых влиятельных женщин России.,1
830,830,0,874,679,4774,0.535065,"Матвиенко взяла ""золото"" в борьбе с влиятельными женщинами России.",Матвиенко вновь возглавила рейтинг самых влиятельных женщин России.,1
831,831,0,875,752,4850,0.765306,Артисты Большого театра собирают подписи в защиту П.Дмитриченко.,Артисты Большого театра подготовили письмо в защиту Дмитриченко.,1
